id,created_at,text
799752929427292160,Fri Nov 18 23:15:31 +0000 2016,"b""Are you coming to #SurreyTree Lighting tomorrow? Don't forget to bring a donation for a charity partner!\xe2\x80\xa6 https://t.co/367rWwDXuF"""
799776034459648000,Sat Nov 19 00:47:20 +0000 2016,b'RT @itsrileysworld: Surrey Tree Lighting Festival setup currently underway. Starts tomorrow @ 12PM - 7PM https://t.co/rEjKfWgJNl #SurreyBC\xe2\x80\xa6'
799775192885194752,Sat Nov 19 00:43:59 +0000 2016,b'RT @itsrileysworld: Surrey Tree Lighting Festival setup currently underway. Starts tomorrow @ 12PM - 7PM https://t.co/rEjKfWgJNl #SurreyBC\xe2\x80\xa6'
799774627090329600,Sat Nov 19 00:41:44 +0000 2016,"b""@CityofSurrey Oh! How exciting! It's beginning to look a lot like December! - Green Bear"""
799772525605502976,Sat Nov 19 00:33:23 +0000 2016,b'RT @CityofSurrey: One more sleep till we kick off the holiday season with our #SurreyTree Lighting Festival! See you tomorrow! https://t.co\xe2\x80\xa6'
799769677727551488,Sat Nov 19 00:22:04 +0000 2016,b'RT @CityofSurrey: One more sleep till we kick off the holiday season with our #SurreyTree Lighting Festival! See you tomorrow! https://t.co\xe2\x80\xa6'
799769671578701824,Sat Nov 19 00:22:03 +0000 2016,b'Surrey Tree Lighting Festival setup currently underway. Starts tomorrow @ 12PM - 7PM https://t.co/rEjKfWgJNl\xe2\x80\xa6 https://t.co/TiyAte5Nty'
799767755771654144,Sat Nov 19 00:14:26 +0000 2016,b'Interested in successful design &amp; implementation of user fees? Get a  copy of my book https://t.co/0Zv9nEbEPz @cityofkelowna @CityofSurrey'
799766875613773825,Sat Nov 19 00:10:56 +0000 2016,"b""RT @CityofSurrey: Are you coming to #SurreyTree Lighting tomorrow? Don't forget to bring a donation for a charity partner! https://t.co/JqP\xe2\x80\xa6"""
799766491054817280,Sat Nov 19 00:09:25 +0000 2016,b'RT @CityofSurrey: Register &amp; find out how social innovation builds better communities. #SurreyInnovates Nov.23 https://t.co/jCV4Ycsius http\xe2\x80\xa6'
799766443084496896,Sat Nov 19 00:09:13 +0000 2016,"b""RT @CityofSurrey: Are you coming to #SurreyTree Lighting tomorrow? Don't forget to bring a donation for a charity partner! https://t.co/JqP\xe2\x80\xa6"""
799765439396118528,Sat Nov 19 00:05:14 +0000 2016,b'One more sleep till we kick off the holiday season with our #SurreyTree Lighting Festival! See you tomorrow!\xe2\x80\xa6 https://t.co/tpFVvRIMUh'
799765425471057920,Sat Nov 19 00:05:11 +0000 2016,"b""RT @CityofSurrey you signed ur kids up 4 the 10th Annual Surrey Kids Conference this weekend? There's still space! https://t.co/gCaqWygKBb"""
799764461699465216,Sat Nov 19 00:01:21 +0000 2016,b'RT @CityofSurrey: John Volken sold his $200M company to start helping young people at @VolkenAcademy. Meet him Nov 23 #SurreyInnovates http\xe2\x80\xa6'
799764212402692096,Sat Nov 19 00:00:21 +0000 2016,"b""RT @CityofSurrey: Are you coming to #SurreyTree Lighting tomorrow? Don't forget to bring a donation for a charity partner! https://t.co/JqP\xe2\x80\xa6"""
799761358845661185,Fri Nov 18 23:49:01 +0000 2016,"b""What's possible for your community? Read about #grandviewheightsaquatic-our award-winning work w @CityofSurrey\xe2\x80\xa6 https://t.co/FvUGnm8fcm"""
799754350125924353,Fri Nov 18 23:21:10 +0000 2016,b'RT @Paradeguy: Help promote your favourite Cloverdale business!!! See link to vote @CityofSurrey @ElementsCasino @CloverdaleNews @Cloverdal\xe2\x80\xa6'
799753014860881920,Fri Nov 18 23:15:52 +0000 2016,"b""RT @CityofSurrey: Are you coming to #SurreyTree Lighting tomorrow? Don't forget to bring a donation for a charity partner! https://t.co/JqP\xe2\x80\xa6"""
799752972762681344,Fri Nov 18 23:15:42 +0000 2016,"b""RT @CityofSurrey: Are you coming to #SurreyTree Lighting tomorrow? Don't forget to bring a donation for a charity partner! https://t.co/JqP\xe2\x80\xa6"""
799752952814522368,Fri Nov 18 23:15:37 +0000 2016,b'Help promote your favourite Cloverdale business!!! See link to vote @CityofSurrey @ElementsCasino @CloverdaleNews\xe2\x80\xa6 https://t.co/xbgfie4pRJ'
799752929427292160,Fri Nov 18 23:15:31 +0000 2016,"b""Are you coming to #SurreyTree Lighting tomorrow? Don't forget to bring a donation for a charity partner!\xe2\x80\xa6 https://t.co/367rWwDXuF"""
799740666578223104,Fri Nov 18 22:26:48 +0000 2016,b'RT @CityofSurrey: Register &amp; find out how social innovation builds better communities. #SurreyInnovates Nov.23 https://t.co/jCV4Ycsius http\xe2\x80\xa6'
799740279372873731,Fri Nov 18 22:25:15 +0000 2016,b'Register &amp; find out how social innovation builds better communities. #SurreyInnovates Nov.23 https://t.co/jCV4Ycsius https://t.co/RwfZQstCJ0'
799738548580532225,Fri Nov 18 22:18:23 +0000 2016,b'RT @MOSAICBC: .@cityofsurrey Happening now! Passionate talks on embracing positivity at True Colours of Surrey Forum! #endracism https://t.\xe2\x80\xa6'
799731208234172417,Fri Nov 18 21:49:12 +0000 2016,b'RT @Raye_E: #ff @bcplace @CanadaPlace @NatPancFdn @PancreasCenter @NirajGusani @CityofSurrey @PurplePetition @MedianFund @jd2b1999 @chemogi\xe2\x80\xa6'
799729907861516288,Fri Nov 18 21:44:02 +0000 2016,"b'RT @mlazz_com: #throwingback 2015 for tomorrow, the #surreybc #treelighting @CityofSurrey #cityhall plaza! #santa https://t.co/Wq007XruND'"
799728946694660096,Fri Nov 18 21:40:13 +0000 2016,b'RT @CityofSurrey: John Volken sold his $200M company to start helping young people at @VolkenAcademy. Meet him Nov 23 #SurreyInnovates http\xe2\x80\xa6'
799727282424147969,Fri Nov 18 21:33:37 +0000 2016,"b'#throwingback 2015 for tomorrow, the #surreybc #treelighting @CityofSurrey #cityhall plaza! #santa https://t.co/Wq007XruND'"
799726190994997248,Fri Nov 18 21:29:16 +0000 2016,b'Check out this free family fun ~ registration required. @CityofSurrey #childrensfest https://t.co/ZEBcsUkExb'
799723939975036929,Fri Nov 18 21:20:20 +0000 2016,"b""Let's make a mural! Bring your creativity to City Centre Library on Nov 22 &amp; we'll show you some Photoshop skills. https://t.co/VnofxiTIA5"""
799714827052589057,Fri Nov 18 20:44:07 +0000 2016,"b'RT @Newton_BIA: Coming to the Newton Safety Breakfast, Nov 29? https://t.co/fDCD9CjKWI #surreybc #mynewton #safertogether @CityofSurrey @Su\xe2\x80\xa6'"
799714796232916992,Fri Nov 18 20:44:00 +0000 2016,"b""RT @CityofSurrey: Santa's dropping by the Animal Resource Centre to take photos with pets. Come get yours on Nov 20. #surreyBC https://t.co\xe2\x80\xa6"""
799712213619458052,Fri Nov 18 20:33:44 +0000 2016,b'.@cityofsurrey Happening now! Passionate talks on embracing positivity at True Colours of Surrey Forum! #endracism https://t.co/3sb12ANQ82'
799711491612024832,Fri Nov 18 20:30:52 +0000 2016,"b""Santa's dropping by the Animal Resource Centre to take photos with pets. Come get yours on Nov 20. #surreyBC\xe2\x80\xa6 https://t.co/Me6bUH9l5c"""
799702601201750017,Fri Nov 18 19:55:32 +0000 2016,"b'Coming to the Newton Safety Breakfast, Nov 29? https://t.co/fDCD9CjKWI #surreybc #mynewton #safertogether\xe2\x80\xa6 https://t.co/NE3ZHemJjC'"
799693083507990528,Fri Nov 18 19:17:43 +0000 2016,b'RT @CityofSurrey: John Volken sold his $200M company to start helping young people at @VolkenAcademy. Meet him Nov 23 #SurreyInnovates http\xe2\x80\xa6'
799689648863924228,Fri Nov 18 19:04:04 +0000 2016,b'RT @CityofSurrey: Looking for things to do with your active kid tomorrow? Here are top 5 things to check out at #SurreyTree Lighting! https\xe2\x80\xa6'
799689022062751744,Fri Nov 18 19:01:35 +0000 2016,b'Looking for things to do with your active kid tomorrow? Here are top 5 things to check out at #SurreyTree Lighting!\xe2\x80\xa6 https://t.co/cXZswnb8FV'
799687203676770305,Fri Nov 18 18:54:21 +0000 2016,"b""Yo @CityofSurrey @CityofVancouver not sure who I'm supposed to tweet at but can someone please pressure wash the Alex Fraser bridge. Thanks"""
799678441352208384,Fri Nov 18 18:19:32 +0000 2016,b'RT @CupeLocal402: Great job #cupe402 members on our Christmas tree for @CityofSurrey annual #festoftrees event! @CUPEBC https://t.co/u29mAE\xe2\x80\xa6'
799676932698804224,Fri Nov 18 18:13:32 +0000 2016,b'awesome! https://t.co/U1NYXZGWII'
799673966264799232,Fri Nov 18 18:01:45 +0000 2016,b'John Volken sold his $200M company to start helping young people at @VolkenAcademy. Meet him Nov 23\xe2\x80\xa6 https://t.co/j8HG4wW4RR'
799670897493819392,Fri Nov 18 17:49:33 +0000 2016,b'@HudsonHomeTeam  This one has been sent to our crews for follow up as well. Thanks again! ^NP'
799666390185578496,Fri Nov 18 17:31:39 +0000 2016,b'@CityofSurrey @ThisIsSurreyBC Beautiful!'
799666365191704576,Fri Nov 18 17:31:33 +0000 2016,b'RT @CupeLocal402: Great job #cupe402 members on our Christmas tree for @CityofSurrey annual #festoftrees event! @CUPEBC https://t.co/u29mAE\xe2\x80\xa6'
799666324024635392,Fri Nov 18 17:31:23 +0000 2016,b'Great job #cupe402 members on our Christmas tree for @CityofSurrey annual #festoftrees event! @CUPEBC https://t.co/u29mAEfU2k'
799666260304871424,Fri Nov 18 17:31:08 +0000 2016,b'RT @CityofSurrey: Our City Hall Plaza is lit purple in honour of World Pancreatic Cancer Day\xf0\x9f\x92\x9c. #WPCD #surreybc https://t.co/6aQVL6hDXH'
799664491000569856,Fri Nov 18 17:24:06 +0000 2016,b'RT @CityofSurrey: Our City Hall Plaza is lit purple in honour of World Pancreatic Cancer Day\xf0\x9f\x92\x9c. #WPCD #surreybc https://t.co/6aQVL6hDXH'
799660353697087489,Fri Nov 18 17:07:39 +0000 2016,"b""@HudsonHomeTeam Thanks for reporting this. We've shared this with our Parks team for follow up. ^NP"""
799660003112034305,Fri Nov 18 17:06:16 +0000 2016,b'RT @hcma: Congrats to all of the @worldarchfest category winners + to our #GrandviewHeightsAquatic team @CityofSurrey @fast_epp @EllisDon \xf0\x9f\x8d\xbe\xe2\x80\xa6'
799658579208847364,Fri Nov 18 17:00:36 +0000 2016,"b'@nayyarsohail We love hearing about these stories, thanks for sharing it with us :) ^NP'"
799647314264502272,Fri Nov 18 16:15:51 +0000 2016,b'RT @Paradeguy: Elves prepping D/T #cloverdale for upcoming Parade on Dec 4 @CloverdaleNews @TheNowNewspaper @CityofSurrey @pulse1077 @Disco\xe2\x80\xa6'
799645753350049792,Fri Nov 18 16:09:38 +0000 2016,b'RT @CityofSurrey: Our City Hall Plaza is lit purple in honour of World Pancreatic Cancer Day\xf0\x9f\x92\x9c. #WPCD #surreybc https://t.co/6aQVL6hDXH'
799626511984758784,Fri Nov 18 14:53:11 +0000 2016,b'RT @CityofSurrey: A lesson from Toronto. Learn how @TRIEC connects immigrants + employers at #SurreyInnovates  Nov 23 #SurreyBC https://t.c\xe2\x80\xa6'
799606102841327616,Fri Nov 18 13:32:05 +0000 2016,b'RT @Raye_E: #ff @bcplace @CanadaPlace @NatPancFdn @PancreasCenter @NirajGusani @CityofSurrey @PurplePetition @MedianFund @jd2b1999 @chemogi\xe2\x80\xa6'
799602049843200001,Fri Nov 18 13:15:59 +0000 2016,b'#ff @bcplace @CanadaPlace @NatPancFdn @PancreasCenter @NirajGusani @CityofSurrey @PurplePetition @MedianFund @jd2b1999 @chemogirls \xf0\x9f\x92\x9c\xf0\x9f\x92\x9c'
799599801960542208,Fri Nov 18 13:07:03 +0000 2016,"b'Thank you BC to our iconic venues for raising awareness to Pancreatic Cancer, @CanadaPlace @CityofSurrey @ProvinceofBC &amp;@bcplace on 22/Nov\n\xf0\x9f\x92\x9c'"
799572215226400768,Fri Nov 18 11:17:26 +0000 2016,b'Fantastic!  Thank you for your support! https://t.co/MpprKbz258'
799533448847310848,Fri Nov 18 08:43:23 +0000 2016,"b'RT @CloverdaleRodeo: #CloverdaleRodeo Christmas Tree at @CityofSurrey City Hall\n\nSheriff badges = complimentary. Take a few, share souvenir\xe2\x80\xa6'"
799518547206635522,Fri Nov 18 07:44:10 +0000 2016,b'RT @CharlenePDobie: Thanks to @SurreyFirst @CityofSurrey @BCLiberalCaucus @Surrey_Schools now include space for portables when designing ne\xe2\x80\xa6'
799506628886274048,Fri Nov 18 06:56:49 +0000 2016,b'The NYCARE Daily ~  https://t.co/68ain9SYlm Stories via @CityofSurrey #bcpoli #tax'
799503498299719681,Fri Nov 18 06:44:22 +0000 2016,b'Thanks to @SurreyFirst @CityofSurrey @BCLiberalCaucus @Surrey_Schools now include space for portables when designing new schools #SurreyBC'
799497929757229056,Fri Nov 18 06:22:15 +0000 2016,b'RT @CityofSurrey: Our City Hall Plaza is lit purple in honour of World Pancreatic Cancer Day\xf0\x9f\x92\x9c. #WPCD #surreybc https://t.co/6aQVL6hDXH'
799492514080325632,Fri Nov 18 06:00:43 +0000 2016,"b""RT @SarahMcTaggart1: Don't forget the @CityofSurrey Tree Lighting Festival on Nov 19th! \xf0\x9f\x8e\x84\nhttps://t.co/OGBDj6Ditn for full event details ht\xe2\x80\xa6"""
799491527684878336,Fri Nov 18 05:56:48 +0000 2016,b'Oh to be in #Surrey to meet with my #Canadian peeps who use #arts &amp; #culture for positive change in #communities. G\xe2\x80\xa6 https://t.co/zo7nNhdqmI'
799491394809298944,Fri Nov 18 05:56:17 +0000 2016,b'RT @CityofSurrey: Our City Hall Plaza is lit purple in honour of World Pancreatic Cancer Day\xf0\x9f\x92\x9c. #WPCD #surreybc https://t.co/6aQVL6hDXH'
799489324001689600,Fri Nov 18 05:48:03 +0000 2016,b'RT @CityofSurrey: Our City Hall Plaza is lit purple in honour of World Pancreatic Cancer Day\xf0\x9f\x92\x9c. #WPCD #surreybc https://t.co/6aQVL6hDXH'
799485313265475584,Fri Nov 18 05:32:07 +0000 2016,"b""@CraigsCause you've done a gr8 job Raising Awareness to Pancreatic Cancer.  BC came through nicely. Hope you've seen @CityofSurrey Plaza pic"""
799484064709234688,Fri Nov 18 05:27:09 +0000 2016,b'RT @BCCSABeSafe: Ground Disturbance Seminar Dec 6th in @CityofSurrey with @BCCommonGround @DigSafeCanada @GlobalTCentre Register today #BCC\xe2\x80\xa6'
799480457175801856,Fri Nov 18 05:12:49 +0000 2016,"b'RT @CityofSurrey: How can we leverage the power of the arts &amp; culture to transform communities?  @MarkBusse @hborys to discuss, Nov 23 #Sur\xe2\x80\xa6'"
799479995156426752,Fri Nov 18 05:10:59 +0000 2016,b'RT @Paradeguy: Elves prepping D/T #cloverdale for upcoming Parade on Dec 4 @CloverdaleNews @TheNowNewspaper @CityofSurrey @pulse1077 @Disco\xe2\x80\xa6'
799479972721086464,Fri Nov 18 05:10:53 +0000 2016,b'RT @CityofSurrey: Our City Hall Plaza is lit purple in honour of World Pancreatic Cancer Day\xf0\x9f\x92\x9c. #WPCD #surreybc https://t.co/6aQVL6hDXH'
799479877673971712,Fri Nov 18 05:10:31 +0000 2016,b'@CityofSurrey you look beautiful.  Thank you so much for shining purple for Pancreatic Cancer Awareness. \xf0\x9f\x92\x9c\xf0\x9f\x92\x9c\xf0\x9f\x92\x9c\xf0\x9f\x92\x9c'
799479615446102016,Fri Nov 18 05:09:28 +0000 2016,b'RT @CityofSurrey: Our City Hall Plaza is lit purple in honour of World Pancreatic Cancer Day\xf0\x9f\x92\x9c. #WPCD #surreybc https://t.co/6aQVL6hDXH'
799477301268258816,Fri Nov 18 05:00:16 +0000 2016,b'RT @CityofSurrey: Our City Hall Plaza is lit purple in honour of World Pancreatic Cancer Day\xf0\x9f\x92\x9c. #WPCD #surreybc https://t.co/6aQVL6hDXH'
799474753857671168,Fri Nov 18 04:50:09 +0000 2016,"b'Wow,, that looks cool. https://t.co/RrFlgUWZki'"
799473199654301697,Fri Nov 18 04:43:58 +0000 2016,b'RT @CityofSurrey: Our City Hall Plaza is lit purple in honour of World Pancreatic Cancer Day\xf0\x9f\x92\x9c. #WPCD #surreybc https://t.co/6aQVL6hDXH'
799472855213740032,Fri Nov 18 04:42:36 +0000 2016,b'@Raye_E it certainly is:) check out the photo\xf0\x9f\x92\x9c! ^NP https://t.co/LpP9173DZx'
799472609846886400,Fri Nov 18 04:41:38 +0000 2016,b'Our City Hall Plaza is lit purple in honour of World Pancreatic Cancer Day\xf0\x9f\x92\x9c. #WPCD #surreybc https://t.co/6aQVL6hDXH'
799464915656474624,Fri Nov 18 04:11:03 +0000 2016,"b'RT @Raye_E: @CanadaPlace @PanCancerCanada thank you. @CityofSurrey, city hall plaza will shine purple tonight in support of raising awarene\xe2\x80\xa6'"
799463514209325056,Fri Nov 18 04:05:29 +0000 2016,"b'RT @Raye_E: @CanadaPlace @PanCancerCanada thank you. @CityofSurrey, city hall plaza will shine purple tonight in support of raising awarene\xe2\x80\xa6'"
799452937822945281,Fri Nov 18 03:23:28 +0000 2016,"b""RT @SarahMcTaggart1: Don't forget the @CityofSurrey Tree Lighting Festival on Nov 19th! \xf0\x9f\x8e\x84\nhttps://t.co/OGBDj6Ditn for full event details ht\xe2\x80\xa6"""
799452878997860352,Fri Nov 18 03:23:14 +0000 2016,"b""RT @SarahMcTaggart1: Don't forget the @CityofSurrey Tree Lighting Festival on Nov 19th! \xf0\x9f\x8e\x84\nhttps://t.co/OGBDj6Ditn for full event details ht\xe2\x80\xa6"""
799452738396393473,Fri Nov 18 03:22:40 +0000 2016,"b""Don't forget the @CityofSurrey Tree Lighting Festival on Nov 19th! \xf0\x9f\x8e\x84\nhttps://t.co/OGBDj6Ditn for full event details https://t.co/xIrPBqqCxA"""
799445577591181312,Fri Nov 18 02:54:13 +0000 2016,b'Let me take this opportunity to praise and appreciate High standards of services provided by Manager  @CityofSurrey https://t.co/IqKxB0gTnb'
799436137747972096,Fri Nov 18 02:16:42 +0000 2016,b'RT @JanetBrown980: 254 extreme #winter shelter beds opening up in @CityofVancouver and only 35 in @CityofSurrey with 20 in #Whalley. https:\xe2\x80\xa6'
799435101549408256,Fri Nov 18 02:12:35 +0000 2016,b'RT @CityofSurrey: A lesson from Toronto. Learn how @TRIEC connects immigrants + employers at #SurreyInnovates  Nov 23 #SurreyBC https://t.c\xe2\x80\xa6'
799423462003478528,Fri Nov 18 01:26:20 +0000 2016,b'RT @JanetBrown980: 254 extreme #winter shelter beds opening up in @CityofVancouver and only 35 in @CityofSurrey with 20 in #Whalley. https:\xe2\x80\xa6'
799421121309261825,Fri Nov 18 01:17:02 +0000 2016,b'254 extreme #winter shelter beds opening up in @CityofVancouver and only 35 in @CityofSurrey with 20 in #Whalley. https://t.co/N2TnL9jNt2'
799407289383849984,Fri Nov 18 00:22:04 +0000 2016,b'RT @hcma: Congrats to all of the @worldarchfest category winners + to our #GrandviewHeightsAquatic team @CityofSurrey @fast_epp @EllisDon \xf0\x9f\x8d\xbe\xe2\x80\xa6'
799407229459955712,Fri Nov 18 00:21:50 +0000 2016,"b'RT @Raye_E: @CanadaPlace @PanCancerCanada thank you. @CityofSurrey, city hall plaza will shine purple tonight in support of raising awarene\xe2\x80\xa6'"
799406579019694080,Fri Nov 18 00:19:15 +0000 2016,"b'@CanadaPlace @PanCancerCanada thank you. @CityofSurrey, city hall plaza will shine purple tonight in support of raising awareness to PC\xf0\x9f\x92\x9c'"
799402546209038336,Fri Nov 18 00:03:13 +0000 2016,b'@CityofSurrey serenaded with Christmas carols in the library #civilized'
799399288728145920,Thu Nov 17 23:50:17 +0000 2016,b'Looking for some early Xmas spirit this weekend? Join us Saturday with @CityofSurrey at the Surrey Tree Lighting Fe\xe2\x80\xa6 https://t.co/9fLmktukXJ'
799387966929940480,Thu Nov 17 23:05:17 +0000 2016,b'Are your kids crafty? Check out our top 5 activities for artsy kids at #SurreyTree Lighting this Sat. #SurreyBC https://t.co/KvsM73gjw7'
799387683919261696,Thu Nov 17 23:04:10 +0000 2016,"b"".@DScottGroves @worldarchfest @CityofSurrey @fast_epp @EllisDon So fantastic to see what's possible with a strong vision."""
799375869064032258,Thu Nov 17 22:17:13 +0000 2016,b'RT @Paradeguy: Elves prepping D/T #cloverdale for upcoming Parade on Dec 4 @CloverdaleNews @TheNowNewspaper @CityofSurrey @pulse1077 @Disco\xe2\x80\xa6'
799371957376520192,Thu Nov 17 22:01:40 +0000 2016,b'We\xe2\x80\x99ve moved to an annual renewal process for dog licences. Learn more about the process. #SurreyBC https://t.co/n0o4i7FdJK'
799367542615797760,Thu Nov 17 21:44:08 +0000 2016,b'RT @CityofSurrey: A lesson from Toronto. Learn how @TRIEC connects immigrants + employers at #SurreyInnovates  Nov 23 #SurreyBC https://t.c\xe2\x80\xa6'
799360149689278464,Thu Nov 17 21:14:45 +0000 2016,"b'#CloverdaleRodeo Christmas Tree at @CityofSurrey City Hall\n\nSheriff badges = complimentary. Take a few, share souve\xe2\x80\xa6 https://t.co/cfa6V7u36C'"
799359082645880833,Thu Nov 17 21:10:31 +0000 2016,b'A lesson from Toronto. Learn how @TRIEC connects immigrants + employers at #SurreyInnovates  Nov 23 #SurreyBC\xe2\x80\xa6 https://t.co/X8TtueT2Mr'
799358139720048640,Thu Nov 17 21:06:46 +0000 2016,b'congratulations to the team! @hcma @worldarchfest @CityofSurrey @fast_epp @EllisDon Simply Overwhelmed!'
799357829375135744,Thu Nov 17 21:05:32 +0000 2016,b'RT @hcma: Congrats to all of the @worldarchfest category winners + to our #GrandviewHeightsAquatic team @CityofSurrey @fast_epp @EllisDon \xf0\x9f\x8d\xbe\xe2\x80\xa6'
799353539080294401,Thu Nov 17 20:48:29 +0000 2016,b'RT @hcma: Congrats to all of the @worldarchfest category winners + to our #GrandviewHeightsAquatic team @CityofSurrey @fast_epp @EllisDon \xf0\x9f\x8d\xbe\xe2\x80\xa6'
799352280755552256,Thu Nov 17 20:43:29 +0000 2016,b'RT @hcma: Congrats to all of the @worldarchfest category winners + to our #GrandviewHeightsAquatic team @CityofSurrey @fast_epp @EllisDon \xf0\x9f\x8d\xbe\xe2\x80\xa6'
799352083929448449,Thu Nov 17 20:42:42 +0000 2016,b'Tonight City of Surrey B C;   City Hall Plaza lighting Purple to bring awareness to Pancreatic Cancer.  Thanks @CityofSurrey.'
799343409391489024,Thu Nov 17 20:08:14 +0000 2016,b'RT @Paradeguy: Elves prepping D/T #cloverdale for upcoming Parade on Dec 4 @CloverdaleNews @TheNowNewspaper @CityofSurrey @pulse1077 @Disco\xe2\x80\xa6'
799334333425123328,Thu Nov 17 19:32:10 +0000 2016,b'Elves prepping D/T #cloverdale for upcoming Parade on Dec 4 @CloverdaleNews @TheNowNewspaper @CityofSurrey\xe2\x80\xa6 https://t.co/59g7lsqPj9'
799332858892431360,Thu Nov 17 19:26:19 +0000 2016,b'RT @hcma: Congrats to all of the @worldarchfest category winners + to our #GrandviewHeightsAquatic team @CityofSurrey @fast_epp @EllisDon \xf0\x9f\x8d\xbe\xe2\x80\xa6'
